"IBRC_Geo_ID","Metrofips/Microfips","Description","Year","Geography","Total Population","White Alone","Black Alone","American Indian or Alaskan Native","Asian Alone","Hawaiian or Pacific Islander Alone","Two or More Races","Not Hispanic","Hispanic"
"210100","10100","Aberdeen, SD","1990","Micro","39873.0","38721.0","38.0","976.0","138.0","","","39767.0","106.0"
"210100","10100","Aberdeen, SD","1991","Micro","39906.0","38732.0","42.0","988.0","144.0","","","39803.0","103.0"
"210100","10100","Aberdeen, SD","1992","Micro","40098.0","38893.0","52.0","1011.0","142.0","","","39995.0","103.0"
"210100","10100","Aberdeen, SD","1993","Micro","40308.0","39144.0","50.0","967.0","147.0","","","40204.0","104.0"
"210100","10100","Aberdeen, SD","1994","Micro","40427.0","39273.0","61.0","948.0","145.0","","","40311.0","116.0"
"210100","10100","Aberdeen, SD","1995","Micro","40567.0","39431.0","50.0","937.0","149.0","","","40441.0","126.0"
"210100","10100","Aberdeen, SD","1996","Micro","40667.0","39471.0","64.0","974.0","158.0","","","40530.0","137.0"
"210100","10100","Aberdeen, SD","1997","Micro","40454.0","39227.0","75.0","994.0","158.0","","","40301.0","153.0"
"210100","10100","Aberdeen, SD","1998","Micro","40202.0","38964.0","80.0","1003.0","155.0","","","40035.0","167.0"
"210100","10100","Aberdeen, SD","1999","Micro","40072.0","38793.0","95.0","1022.0","162.0","","","39890.0","182.0"
"210100","10100","Aberdeen, SD","2000","Micro","39825.0","38278.0","104.0","966.0","151.0","34.0","292.0","39566.0","259.0"
"210100","10100","Aberdeen, SD","2001","Micro","39602.0","37954.0","131.0","963.0","191.0","41.0","322.0","39270.0","332.0"
"210100","10100","Aberdeen, SD","2002","Micro","39417.0","37703.0","137.0","979.0","189.0","47.0","362.0","39066.0","351.0"
"210100","10100","Aberdeen, SD","2003","Micro","39419.0","37575.0","145.0","1027.0","233.0","39.0","400.0","39039.0","380.0"
"210100","10100","Aberdeen, SD","2004","Micro","39440.0","37540.0","157.0","1047.0","227.0","37.0","432.0","39028.0","412.0"
"210100","10100","Aberdeen, SD","2005","Micro","39569.0","37602.0","159.0","1027.0","267.0","56.0","458.0","39132.0","437.0"
"210100","10100","Aberdeen, SD","2006","Micro","39604.0","37616.0","166.0","1034.0","271.0","44.0","473.0","39138.0","466.0"
"210100","10100","Aberdeen, SD","2007","Micro","39847.0","37794.0","168.0","1050.0","288.0","42.0","505.0","39356.0","491.0"
"210100","10100","Aberdeen, SD","2008","Micro","39915.0","37774.0","175.0","1091.0","300.0","48.0","527.0","39422.0","493.0"
"210100","10100","Aberdeen, SD","2009","Micro","40219.0","37974.0","200.0","1104.0","326.0","47.0","568.0","39692.0","527.0"
"210100","10100","Aberdeen, SD","2010","Micro","40718.0","38309.0","219.0","1155.0","381.0","47.0","607.0","40151.0","567.0"
"210100","10100","Aberdeen, SD","2011","Micro","40966.0","38391.0","276.0","1208.0","421.0","45.0","625.0","40316.0","650.0"
"210100","10100","Aberdeen, SD","2012","Micro","41580.0","38621.0","440.0","1264.0","569.0","48.0","638.0","40788.0","792.0"
"210100","10100","Aberdeen, SD","2013","Micro","42159.0","38936.0","501.0","1283.0","682.0","67.0","690.0","41175.0","984.0"
"210100","10100","Aberdeen, SD","2014","Micro","42224.0","38848.0","512.0","1319.0","752.0","62.0","731.0","41286.0","938.0"
"210100","10100","Aberdeen, SD","2015","Micro","42396.0","38828.0","529.0","1337.0","886.0","69.0","747.0","41458.0","938.0"
"210100","10100","Aberdeen, SD","2016","Micro","42839.0","38770.0","669.0","1413.0","1093.0","70.0","824.0","41759.0","1080.0"
"210100","10100","Aberdeen, SD","2017","Micro","43205.0","38635.0","960.0","1454.0","1215.0","92.0","849.0","42000.0","1205.0"
"210100","10100","Aberdeen, SD","2018","Micro","43011.0","38539.0","952.0","1418.0","1146.0","93.0","863.0","41604.0","1407.0"
"210100","10100","Aberdeen, SD","2019","Micro","42668.0","38266.0","948.0","1367.0","1116.0","96.0","875.0","41200.0","1468.0"
"210140","10140","Aberdeen, WA","1990","Micro","64397.0","60812.0","118.0","2747.0","720.0","","","63216.0","1181.0"
"210140","10140","Aberdeen, WA","1991","Micro","64649.0","60965.0","127.0","2819.0","738.0","","","63343.0","1306.0"
"210140","10140","Aberdeen, WA","1992","Micro","65417.0","61570.0","139.0","2932.0","776.0","","","63985.0","1432.0"
"210140","10140","Aberdeen, WA","1993","Micro","65991.0","62015.0","158.0","3022.0","796.0","","","64387.0","1604.0"
"210140","10140","Aberdeen, WA","1994","Micro","66644.0","62530.0","177.0","3112.0","825.0","","","64876.0","1768.0"
"210140","10140","Aberdeen, WA","1995","Micro","67273.0","62986.0","199.0","3222.0","866.0","","","65289.0","1984.0"
"210140","10140","Aberdeen, WA","1996","Micro","67764.0","63323.0","227.0","3319.0","895.0","","","65545.0","2219.0"
"210140","10140","Aberdeen, WA","1997","Micro","68022.0","63421.0","257.0","3422.0","922.0","","","65568.0","2454.0"
"210140","10140","Aberdeen, WA","1998","Micro","67466.0","62733.0","280.0","3503.0","950.0","","","64768.0","2698.0"
"210140","10140","Aberdeen, WA","1999","Micro","67265.0","62414.0","312.0","3580.0","959.0","","","64316.0","2949.0"
"210140","10140","Aberdeen, WA","2000","Micro","67075.0","60979.0","246.0","3193.0","860.0","80.0","1717.0","63798.0","3277.0"
"210140","10140","Aberdeen, WA","2001","Micro","67896.0","61537.0","399.0","3229.0","894.0","86.0","1751.0","64371.0","3525.0"
"210140","10140","Aberdeen, WA","2002","Micro","68264.0","61662.0","462.0","3304.0","932.0","110.0","1794.0","64434.0","3830.0"
"210140","10140","Aberdeen, WA","2003","Micro","69065.0","62257.0","564.0","3295.0","938.0","133.0","1878.0","64987.0","4078.0"
"210140","10140","Aberdeen, WA","2004","Micro","69775.0","62694.0","608.0","3388.0","943.0","129.0","2013.0","65353.0","4422.0"
"210140","10140","Aberdeen, WA","2005","Micro","70423.0","63118.0","668.0","3444.0","941.0","154.0","2098.0","65619.0","4804.0"
"210140","10140","Aberdeen, WA","2006","Micro","71256.0","63706.0","718.0","3530.0","951.0","155.0","2196.0","66051.0","5205.0"
"210140","10140","Aberdeen, WA","2007","Micro","71827.0","64073.0","757.0","3571.0","992.0","170.0","2264.0","66326.0","5501.0"
"210140","10140","Aberdeen, WA","2008","Micro","72027.0","64083.0","773.0","3617.0","1029.0","184.0","2341.0","66195.0","5832.0"
"210140","10140","Aberdeen, WA","2009","Micro","72468.0","64270.0","842.0","3595.0","1067.0","194.0","2500.0","66340.0","6128.0"
"210140","10140","Aberdeen, WA","2010","Micro","72848.0","64514.0","863.0","3697.0","1084.0","201.0","2489.0","66537.0","6311.0"
"210140","10140","Aberdeen, WA","2011","Micro","72366.0","63971.0","894.0","3771.0","1060.0","203.0","2467.0","65889.0","6477.0"
"210140","10140","Aberdeen, WA","2012","Micro","71773.0","63292.0","906.0","3805.0","1045.0","211.0","2514.0","65123.0","6650.0"
"210140","10140","Aberdeen, WA","2013","Micro","71046.0","62570.0","938.0","3801.0","1033.0","206.0","2498.0","64280.0","6766.0"
"210140","10140","Aberdeen, WA","2014","Micro","70780.0","62169.0","971.0","3831.0","1021.0","217.0","2571.0","64021.0","6759.0"
"210140","10140","Aberdeen, WA","2015","Micro","71011.0","62221.0","981.0","3891.0","1031.0","216.0","2671.0","64147.0","6864.0"
"210140","10140","Aberdeen, WA","2016","Micro","71531.0","62592.0","987.0","3944.0","1042.0","218.0","2748.0","64561.0","6970.0"
"210140","10140","Aberdeen, WA","2017","Micro","72490.0","63377.0","1024.0","4025.0","1042.0","236.0","2786.0","65341.0","7149.0"
"210140","10140","Aberdeen, WA","2018","Micro","73801.0","64338.0","1036.0","4159.0","1087.0","246.0","2935.0","66300.0","7501.0"
"210140","10140","Aberdeen, WA","2019","Micro","75061.0","65342.0","1064.0","4206.0","1117.0","262.0","3070.0","67316.0","7745.0"
"210180","10180","Abilene, TX","1990","Metro","147834.0","137199.0","8438.0","595.0","1602.0","","","127007.0","20827.0"
"210180","10180","Abilene, TX","1991","Metro","147400.0","136609.0","8546.0","602.0","1643.0","","","126427.0","20973.0"
"210180","10180","Abilene, TX","1992","Metro","149917.0","138709.0","8825.0","654.0","1729.0","","","128162.0","21755.0"
"210180","10180","Abilene, TX","1993","Metro","152909.0","140627.0","9785.0","719.0","1778.0","","","129905.0","23004.0"
"210180","10180","Abilene, TX","1994","Metro","153779.0","141161.0","10052.0","751.0","1815.0","","","130217.0","23562.0"
"210180","10180","Abilene, TX","1995","Metro","156097.0","142818.0","10583.0","804.0","1892.0","","","131733.0","24364.0"
"210180","10180","Abilene, TX","1996","Metro","156351.0","142718.0","10838.0","849.0","1946.0","","","131450.0","24901.0"
"210180","10180","Abilene, TX","1997","Metro","157405.0","143450.0","11079.0","893.0","1983.0","","","131853.0","25552.0"
"210180","10180","Abilene, TX","1998","Metro","158264.0","144074.0","11234.0","940.0","2016.0","","","132108.0","26156.0"
"210180","10180","Abilene, TX","1999","Metro","159755.0","145162.0","11542.0","982.0","2069.0","","","132824.0","26931.0"
"210180","10180","Abilene, TX","2000","Metro","160288.0","143965.0","11354.0","1048.0","1841.0","101.0","1979.0","132596.0","27692.0"
"210180","10180","Abilene, TX","2001","Metro","158917.0","142462.0","11319.0","1118.0","1870.0","107.0","2041.0","130695.0","28222.0"
"210180","10180","Abilene, TX","2002","Metro","159012.0","142292.0","11350.0","1154.0","1903.0","117.0","2196.0","129907.0","29105.0"
"210180","10180","Abilene, TX","2003","Metro","158810.0","141830.0","11408.0","1209.0","1947.0","124.0","2292.0","128866.0","29944.0"
"210180","10180","Abilene, TX","2004","Metro","160156.0","142640.0","11691.0","1208.0","2003.0","136.0","2478.0","129457.0","30699.0"
"210180","10180","Abilene, TX","2005","Metro","160761.0","142836.0","11803.0","1234.0","2094.0","148.0","2646.0","129331.0","31430.0"
"210180","10180","Abilene, TX","2006","Metro","161389.0","142929.0","11981.0","1332.0","2183.0","159.0","2805.0","129204.0","32185.0"
"210180","10180","Abilene, TX","2007","Metro","162023.0","143143.0","12164.0","1402.0","2171.0","164.0","2979.0","128986.0","33037.0"
"210180","10180","Abilene, TX","2008","Metro","162508.0","143195.0","12316.0","1488.0","2198.0","175.0","3136.0","128837.0","33671.0"
"210180","10180","Abilene, TX","2009","Metro","163888.0","143961.0","12506.0","1582.0","2315.0","186.0","3338.0","129489.0","34399.0"
"210180","10180","Abilene, TX","2010","Metro","165585.0","144889.0","12935.0","1575.0","2428.0","187.0","3571.0","130177.0","35408.0"
"210180","10180","Abilene, TX","2011","Metro","166634.0","145593.0","13048.0","1619.0","2545.0","196.0","3633.0","130446.0","36188.0"
"210180","10180","Abilene, TX","2012","Metro","167442.0","145966.0","13137.0","1638.0","2729.0","200.0","3772.0","130638.0","36804.0"
"210180","10180","Abilene, TX","2013","Metro","167473.0","145746.0","13284.0","1613.0","2783.0","190.0","3857.0","130119.0","37354.0"
"210180","10180","Abilene, TX","2014","Metro","168342.0","146124.0","13374.0","1623.0","2966.0","186.0","4069.0","130176.0","38166.0"
"210180","10180","Abilene, TX","2015","Metro","169688.0","146826.0","13616.0","1696.0","3128.0","192.0","4230.0","130760.0","38928.0"
"210180","10180","Abilene, TX","2016","Metro","170017.0","146751.0","13759.0","1738.0","3268.0","182.0","4319.0","130403.0","39614.0"
"210180","10180","Abilene, TX","2017","Metro","170429.0","146701.0","14013.0","1755.0","3392.0","187.0","4381.0","130168.0","40261.0"
"210180","10180","Abilene, TX","2018","Metro","171150.0","146973.0","14257.0","1777.0","3429.0","217.0","4497.0","130280.0","40870.0"
"210180","10180","Abilene, TX","2019","Metro","172060.0","147418.0","14441.0","1813.0","3477.0","226.0","4685.0","130566.0","41494.0"
"210220","10220","Ada, OK","1990","Micro","34112.0","28366.0","864.0","4773.0","109.0","","","33720.0","392.0"
"210220","10220","Ada, OK","1991","Micro","34080.0","28214.0","858.0","4895.0","113.0","","","33670.0","410.0"
"210220","10220","Ada, OK","1992","Micro","34022.0","28072.0","854.0","4983.0","113.0","","","33595.0","427.0"
"210220","10220","Ada, OK","1993","Micro","34094.0","27990.0","850.0","5141.0","113.0","","","33636.0","458.0"
"210220","10220","Ada, OK","1994","Micro","34382.0","28096.0","849.0","5313.0","124.0","","","33885.0","497.0"
"210220","10220","Ada, OK","1995","Micro","34818.0","28314.0","859.0","5515.0","130.0","","","34277.0","541.0"
"210220","10220","Ada, OK","1996","Micro","35233.0","28500.0","882.0","5703.0","148.0","","","34655.0","578.0"
"210220","10220","Ada, OK","1997","Micro","34965.0","28157.0","856.0","5807.0","145.0","","","34345.0","620.0"
"210220","10220","Ada, OK","1998","Micro","35017.0","28092.0","877.0","5901.0","147.0","","","34332.0","685.0"
"210220","10220","Ada, OK","1999","Micro","34993.0","27891.0","885.0","6063.0","154.0","","","34264.0","729.0"
"210220","10220","Ada, OK","2000","Micro","35148.0","26943.0","734.0","5502.0","160.0","7.0","1802.0","34340.0","808.0"
"210220","10220","Ada, OK","2001","Micro","34866.0","26454.0","745.0","5628.0","178.0","7.0","1854.0","33985.0","881.0"
"210220","10220","Ada, OK","2002","Micro","34929.0","26394.0","769.0","5674.0","190.0","10.0","1892.0","33956.0","973.0"
"210220","10220","Ada, OK","2003","Micro","35048.0","26317.0","788.0","5778.0","189.0","8.0","1968.0","33985.0","1063.0"
"210220","10220","Ada, OK","2004","Micro","35097.0","26196.0","789.0","5889.0","194.0","10.0","2019.0","33986.0","1111.0"
"210220","10220","Ada, OK","2005","Micro","35267.0","26196.0","799.0","5939.0","193.0","15.0","2125.0","34087.0","1180.0"
"210220","10220","Ada, OK","2006","Micro","35525.0","26180.0","809.0","6098.0","208.0","11.0","2219.0","34248.0","1277.0"
"210220","10220","Ada, OK","2007","Micro","36157.0","26511.0","869.0","6265.0","204.0","14.0","2294.0","34806.0","1351.0"
"210220","10220","Ada, OK","2008","Micro","36687.0","26841.0","909.0","6347.0","216.0","18.0","2356.0","35284.0","1403.0"
"210220","10220","Ada, OK","2009","Micro","37283.0","27052.0","931.0","6506.0","245.0","16.0","2533.0","35802.0","1481.0"
"210220","10220","Ada, OK","2010","Micro","37595.0","27057.0","928.0","6680.0","253.0","18.0","2659.0","36049.0","1546.0"
"210220","10220","Ada, OK","2011","Micro","37749.0","27024.0","891.0","6831.0","272.0","20.0","2711.0","36144.0","1605.0"
"210220","10220","Ada, OK","2012","Micro","38060.0","27146.0","886.0","6925.0","315.0","17.0","2771.0","36367.0","1693.0"
"210220","10220","Ada, OK","2013","Micro","38159.0","26979.0","885.0","7066.0","370.0","19.0","2840.0","36379.0","1780.0"
"210220","10220","Ada, OK","2014","Micro","38286.0","26931.0","900.0","7211.0","368.0","19.0","2857.0","36378.0","1908.0"
"210220","10220","Ada, OK","2015","Micro","38336.0","26783.0","918.0","7346.0","376.0","19.0","2894.0","36405.0","1931.0"
"210220","10220","Ada, OK","2016","Micro","38512.0","26742.0","906.0","7470.0","377.0","18.0","2999.0","36436.0","2076.0"
"210220","10220","Ada, OK","2017","Micro","38371.0","26496.0","902.0","7529.0","367.0","21.0","3056.0","36296.0","2075.0"
"210220","10220","Ada, OK","2018","Micro","38272.0","26289.0","924.0","7540.0","365.0","17.0","3137.0","36178.0","2094.0"
"210220","10220","Ada, OK","2019","Micro","38284.0","26246.0","913.0","7505.0","382.0","16.0","3222.0","36168.0","2116.0"
"210260","10260","Adjuntas, PR","2010","Micro","19471.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2011","Micro","19297.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2012","Micro","19116.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2013","Micro","19022.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2014","Micro","18798.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2015","Micro","18565.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2016","Micro","18304.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2017","Micro","17934.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2018","Micro","17289.0","","","","","","","",""
"210260","10260","Adjuntas, PR","2019","Micro","17363.0","","","","","","","",""
"210300","10300","Adrian, MI","1990","Micro","91753.0","89494.0","1438.0","340.0","481.0","","","86258.0","5495.0"
"210300","10300","Adrian, MI","1991","Micro","93198.0","90497.0","1834.0","369.0","498.0","","","87533.0","5665.0"
"210300","10300","Adrian, MI","1992","Micro","93669.0","90938.0","1854.0","376.0","501.0","","","87971.0","5698.0"
"210300","10300","Adrian, MI","1993","Micro","94419.0","91569.0","1964.0","389.0","497.0","","","88639.0","5780.0"
"210300","10300","Adrian, MI","1994","Micro","94790.0","91885.0","2014.0","402.0","489.0","","","88944.0","5846.0"
"210300","10300","Adrian, MI","1995","Micro","95662.0","92693.0","2061.0","417.0","491.0","","","89663.0","5999.0"
"210300","10300","Adrian, MI","1996","Micro","96271.0","93221.0","2114.0","438.0","498.0","","","90109.0","6162.0"
"210300","10300","Adrian, MI","1997","Micro","96953.0","93818.0","2192.0","449.0","494.0","","","90616.0","6337.0"
"210300","10300","Adrian, MI","1998","Micro","97585.0","94360.0","2260.0","474.0","491.0","","","91069.0","6516.0"
"210300","10300","Adrian, MI","1999","Micro","98565.0","95214.0","2341.0","499.0","511.0","","","91846.0","6719.0"
"210300","10300","Adrian, MI","2000","Micro","99069.0","94999.0","2202.0","432.0","471.0","8.0","957.0","92119.0","6950.0"
"210300","10300","Adrian, MI","2001","Micro","99626.0","95343.0","2253.0","485.0","496.0","8.0","1041.0","92502.0","7124.0"
"210300","10300","Adrian, MI","2002","Micro","100293.0","95874.0","2311.0","467.0","504.0","9.0","1128.0","93054.0","7239.0"
"210300","10300","Adrian, MI","2003","Micro","100704.0","96165.0","2348.0","490.0","505.0","11.0","1185.0","93379.0","7325.0"
"210300","10300","Adrian, MI","2004","Micro","101216.0","96560.0","2370.0","475.0","525.0","16.0","1270.0","93840.0","7376.0"
"210300","10300","Adrian, MI","2005","Micro","101367.0","96587.0","2364.0","487.0","549.0","22.0","1358.0","93991.0","7376.0"
"210300","10300","Adrian, MI","2006","Micro","101715.0","96831.0","2399.0","475.0","545.0","22.0","1443.0","94188.0","7527.0"
"210300","10300","Adrian, MI","2007","Micro","101657.0","96546.0","2543.0","492.0","528.0","27.0","1521.0","94088.0","7569.0"
"210300","10300","Adrian, MI","2008","Micro","101169.0","95891.0","2619.0","493.0","533.0","31.0","1602.0","93579.0","7590.0"
"210300","10300","Adrian, MI","2009","Micro","100250.0","94839.0","2684.0","517.0","526.0","32.0","1652.0","92662.0","7588.0"
"210300","10300","Adrian, MI","2010","Micro","99640.0","94204.0","2608.0","536.0","538.0","32.0","1722.0","92030.0","7610.0"
"210300","10300","Adrian, MI","2011","Micro","99355.0","93791.0","2697.0","540.0","530.0","31.0","1766.0","91802.0","7553.0"
"210300","10300","Adrian, MI","2012","Micro","99021.0","93428.0","2717.0","540.0","518.0","31.0","1787.0","91526.0","7495.0"
"210300","10300","Adrian, MI","2013","Micro","98822.0","93206.0","2707.0","551.0","503.0","32.0","1823.0","91288.0","7534.0"
"210300","10300","Adrian, MI","2014","Micro","98740.0","93017.0","2741.0","571.0","491.0","37.0","1883.0","91112.0","7628.0"
"210300","10300","Adrian, MI","2015","Micro","98391.0","92532.0","2874.0","573.0","487.0","39.0","1886.0","90782.0","7609.0"
"210300","10300","Adrian, MI","2016","Micro","98496.0","92368.0","2942.0","585.0","510.0","42.0","2049.0","90781.0","7715.0"
"210300","10300","Adrian, MI","2017","Micro","98427.0","92309.0","2924.0","598.0","519.0","42.0","2035.0","90559.0","7868.0"
"210300","10300","Adrian, MI","2018","Micro","98141.0","92001.0","2924.0","601.0","494.0","42.0","2079.0","90170.0","7971.0"
"210300","10300","Adrian, MI","2019","Micro","98451.0","92265.0","2909.0","618.0","491.0","45.0","2123.0","90402.0","8049.0"
"210380","10380","Aguadilla-Isabela, PR","2010","Metro","338958.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2011","Metro","335118.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2012","Metro","330752.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2013","Metro","326684.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2014","Metro","321451.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2015","Metro","315621.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2016","Metro","309310.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2017","Metro","301725.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2018","Metro","289594.0","","","","","","","",""
"210380","10380","Aguadilla-Isabela, PR","2019","Metro","289289.0","","","","","","","",""
"210420","10420","Akron, OH","1990","Metro","658654.0","585422.0","65568.0","1370.0","6294.0","","","654833.0","3821.0"
"210420","10420","Akron, OH","1991","Metro","664478.0","589272.0","67118.0","1400.0","6688.0","","","660494.0","3984.0"
"210420","10420","Akron, OH","1992","Metro","669752.0","592562.0","68776.0","1445.0","6969.0","","","665607.0","4145.0"
"210420","10420","Akron, OH","1993","Metro","674114.0","594986.0","70400.0","1460.0","7268.0","","","669781.0","4333.0"
"210420","10420","Akron, OH","1994","Metro","678063.0","597068.0","71904.0","1511.0","7580.0","","","673567.0","4496.0"
"210420","10420","Akron, OH","1995","Metro","682147.0","599288.0","73474.0","1524.0","7861.0","","","677432.0","4715.0"
"210420","10420","Akron, OH","1996","Metro","687265.0","602286.0","75133.0","1562.0","8284.0","","","682326.0","4939.0"
"210420","10420","Akron, OH","1997","Metro","689462.0","602674.0","76524.0","1613.0","8651.0","","","684308.0","5154.0"
"210420","10420","Akron, OH","1998","Metro","691039.0","602793.0","77612.0","1646.0","8988.0","","","685687.0","5352.0"
"210420","10420","Akron, OH","1999","Metro","693125.0","603136.0","78870.0","1681.0","9438.0","","","687509.0","5616.0"
"210420","10420","Akron, OH","2000","Metro","695946.0","600030.0","77332.0","1392.0","9216.0","128.0","7848.0","690007.0","5939.0"
"210420","10420","Akron, OH","2001","Metro","698108.0","600472.0","78130.0","1351.0","9720.0","139.0","8296.0","691642.0","6466.0"
"210420","10420","Akron, OH","2002","Metro","699533.0","599943.0","78928.0","1403.0","10212.0","149.0","8898.0","692596.0","6937.0"
"210420","10420","Akron, OH","2003","Metro","701139.0","599625.0","79872.0","1343.0","10800.0","155.0","9344.0","693666.0","7473.0"
"210420","10420","Akron, OH","2004","Metro","701811.0","598336.0","80550.0","1397.0","11420.0","152.0","9956.0","693789.0","8022.0"
"210420","10420","Akron, OH","2005","Metro","702498.0","596816.0","81686.0","1356.0","12075.0","175.0","10390.0","693930.0","8568.0"
"210420","10420","Akron, OH","2006","Metro","702433.0","594847.0","82640.0","1374.0","12496.0","176.0","10900.0","693268.0","9165.0"
"210420","10420","Akron, OH","2007","Metro","703423.0","593540.0","83737.0","1360.0","12933.0","179.0","11674.0","693768.0","9655.0"
"210420","10420","Akron, OH","2008","Metro","703300.0","591363.0","84683.0","1354.0","13494.0","177.0","12229.0","693192.0","10108.0"
"210420","10420","Akron, OH","2009","Metro","703361.0","589858.0","85099.0","1322.0","13979.0","189.0","12914.0","692935.0","10426.0"
"210420","10420","Akron, OH","2010","Metro","703031.0","587921.0","85577.0","1373.0","14544.0","212.0","13404.0","692172.0","10859.0"
"210420","10420","Akron, OH","2011","Metro","703200.0","586167.0","86253.0","1380.0","15345.0","222.0","13833.0","691815.0","11385.0"
"210420","10420","Akron, OH","2012","Metro","702109.0","583847.0","86267.0","1398.0","16137.0","242.0","14218.0","690189.0","11920.0"
"210420","10420","Akron, OH","2013","Metro","703621.0","582709.0","86928.0","1427.0","17669.0","246.0","14642.0","691190.0","12431.0"
"210420","10420","Akron, OH","2014","Metro","704908.0","581251.0","87483.0","1455.0","19363.0","252.0","15104.0","692010.0","12898.0"
"210420","10420","Akron, OH","2015","Metro","704382.0","578857.0","87800.0","1482.0","20515.0","270.0","15458.0","690905.0","13477.0"
"210420","10420","Akron, OH","2016","Metro","703524.0","576063.0","87992.0","1513.0","21847.0","261.0","15848.0","689530.0","13994.0"
"210420","10420","Akron, OH","2017","Metro","703987.0","574417.0","88425.0","1533.0","22980.0","273.0","16359.0","689288.0","14699.0"
"210420","10420","Akron, OH","2018","Metro","703855.0","572387.0","88993.0","1535.0","23810.0","276.0","16854.0","688645.0","15210.0"
"210420","10420","Akron, OH","2019","Metro","703479.0","570511.0","89477.0","1524.0","24435.0","286.0","17246.0","687872.0","15607.0"
"210460","10460","Alamogordo, NM","1990","Micro","51979.0","45141.0","2801.0","3048.0","989.0","","","39449.0","12530.0"
"210460","10460","Alamogordo, NM","1991","Micro","53027.0","46061.0","2830.0","3171.0","965.0","","","39897.0","13130.0"
"210460","10460","Alamogordo, NM","1992","Micro","53588.0","46556.0","2844.0","3228.0","960.0","","","39883.0","13705.0"
"210460","10460","Alamogordo, NM","1993","Micro","55419.0","48218.0","2885.0","3343.0","973.0","","","40901.0","14518.0"
"210460","10460","Alamogordo, NM","1994","Micro","57712.0","50329.0","2915.0","3474.0","994.0","","","42212.0","15500.0"
"210460","10460","Alamogordo, NM","1995","Micro","59516.0","52037.0","2957.0","3527.0","995.0","","","43102.0","16414.0"
"210460","10460","Alamogordo, NM","1996","Micro","60798.0","53214.0","2986.0","3600.0","998.0","","","43476.0","17322.0"
"210460","10460","Alamogordo, NM","1997","Micro","61526.0","53902.0","2995.0","3646.0","983.0","","","43474.0","18052.0"
"210460","10460","Alamogordo, NM","1998","Micro","61258.0","53680.0","2878.0","3733.0","967.0","","","42681.0","18577.0"
"210460","10460","Alamogordo, NM","1999","Micro","61903.0","54317.0","2869.0","3775.0","942.0","","","42524.0","19379.0"
"210460","10460","Alamogordo, NM","2000","Micro","62151.0","53953.0","2554.0","3706.0","794.0","93.0","1051.0","42094.0","20057.0"
"210460","10460","Alamogordo, NM","2001","Micro","61277.0","53005.0","2520.0","3811.0","768.0","92.0","1081.0","41358.0","19919.0"
"210460","10460","Alamogordo, NM","2002","Micro","61194.0","52672.0","2491.0","3978.0","783.0","112.0","1158.0","41102.0","20092.0"
"210460","10460","Alamogordo, NM","2003","Micro","61371.0","52672.0","2523.0","4057.0","799.0","131.0","1189.0","41343.0","20028.0"
"210460","10460","Alamogordo, NM","2004","Micro","62662.0","53605.0","2631.0","4136.0","848.0","148.0","1294.0","42444.0","20218.0"
"210460","10460","Alamogordo, NM","2005","Micro","62533.0","53383.0","2555.0","4223.0","823.0","159.0","1390.0","42056.0","20477.0"
"210460","10460","Alamogordo, NM","2006","Micro","62200.0","53124.0","2417.0","4220.0","812.0","174.0","1453.0","41689.0","20511.0"
"210460","10460","Alamogordo, NM","2007","Micro","62466.0","53202.0","2411.0","4307.0","816.0","183.0","1547.0","41550.0","20916.0"
"210460","10460","Alamogordo, NM","2008","Micro","62498.0","53060.0","2372.0","4442.0","800.0","202.0","1622.0","41210.0","21288.0"
"210460","10460","Alamogordo, NM","2009","Micro","62462.0","52923.0","2302.0","4515.0","792.0","210.0","1720.0","40737.0","21725.0"
"210460","10460","Alamogordo, NM","2010","Micro","64403.0","54449.0","2490.0","4590.0","836.0","209.0","1829.0","42110.0","22293.0"
"210460","10460","Alamogordo, NM","2011","Micro","65642.0","55457.0","2536.0","4702.0","911.0","220.0","1816.0","42596.0","23046.0"
"210460","10460","Alamogordo, NM","2012","Micro","66208.0","55936.0","2547.0","4786.0","929.0","214.0","1796.0","42586.0","23622.0"
"210460","10460","Alamogordo, NM","2013","Micro","66304.0","55756.0","2631.0","4946.0","955.0","194.0","1822.0","42218.0","24086.0"
"210460","10460","Alamogordo, NM","2014","Micro","65336.0","54785.0","2610.0","5050.0","923.0","170.0","1798.0","41126.0","24210.0"
